Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","97","Hongrie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","141510.58302","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","97","Hongrie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.982187","Fc","Donnée calculée",""
"MK","Indicateurs macro","36","Îles Caïmanes","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","5225.231977","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","36","Îles Caïmanes","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.958763","Fc","Donnée calculée",""
"MK","Indicateurs macro","47","Îles Cook","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","345.608995","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","47","Îles Cook","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.537687","Fc","Donnée calculée",""
"MK","Indicateurs macro","127","Îles Marshall","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","207.749821","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","127","Îles Marshall","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.021565","Fc","Donnée calculée",""
"MK","Indicateurs macro","25","Îles Salomon","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1198.938644","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","25","Îles Salomon","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.223974","Fc","Donnée calculée",""
"MK","Indicateurs macro","224","Îles Turques-et-Caïques","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","962.526336","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","224","Îles Turques-et-Caïques","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","1.280395","Fc","Donnée calculée",""
"MK","Indicateurs macro","239","Îles Vierges britanniques","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1364.164483","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","239","Îles Vierges britanniques","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.684","Fc","Donnée calculée",""
"MK","Indicateurs macro","100","Inde","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2625091.06517","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","100","Inde","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","14.82167","Fc","Donnée calculée",""
"MK","Indicateurs macro","101","Indonésie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1015423.457385","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","101","Indonésie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.965353","Fc","Donnée calculée",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","460976.107833","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","102","Iran (République islamique d')","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.362311","Fc","Donnée calculée",""
"MK","Indicateurs macro","103","Iraq","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","190643.898226","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","103","Iraq","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","14.430402","Fc","Donnée calculée",""
"MK","Indicateurs macro","104","Irlande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","335663.114186","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","104","Irlande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.692876","Fc","Donnée calculée",""
"MK","Indicateurs macro","99","Islande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","24493.035576","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","99","Islande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","18.792337","Fc","Donnée calculée",""
"MK","Indicateurs macro","105","Israël","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","353253.408372","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","105","Israël","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.754897","Fc","Donnée calculée",""
"MK","Indicateurs macro","106","Italie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1961806.364485","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","106","Italie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.597324","Fc","Donnée calculée",""
"MK","Indicateurs macro","109","Jamaïque","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","14806.335709","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","109","Jamaïque","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.189277","Fc","Donnée calculée",""
"MK","Indicateurs macro","110","Japon","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4859950.558539","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","110","Japon","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-1.354192","Fc","Donnée calculée",""
"MK","Indicateurs macro","112","Jordanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","40709.15493","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","112","Jordanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.858685","Fc","Donnée calculée",""
"MK","Indicateurs macro","108","Kazakhstan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","166805.788967","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","108","Kazakhstan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","21.5092","Fc","Donnée calculée",""
"MK","Indicateurs macro","114","Kenya","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","78757.378912","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","114","Kenya","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","13.829703","Fc","Donnée calculée",""
"MK","Indicateurs macro","113","Kirghizistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","7702.938395","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","113","Kirghizistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","13.060774","Fc","Donnée calculée",""
"MK","Indicateurs macro","83","Kiribati","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","185.578464","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","83","Kiribati","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.219154","Fc","Donnée calculée",""
"MK","Indicateurs macro","118","Koweït","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","119534.250494","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","118","Koweït","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.257018","Fc","Donnée calculée",""
"MK","Indicateurs macro","122","Lesotho","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2578.713331","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","122","Lesotho","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.894117","Fc","Donnée calculée",""
"MK","Indicateurs macro","119","Lettonie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","30273.00751","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","119","Lettonie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.154303","Fc","Donnée calculée",""
"MK","Indicateurs macro","121","Liban","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","53393.799595","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","121","Liban","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.205288","Fc","Donnée calculée",""
"MK","Indicateurs macro","123","Libéria","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2145.368675","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","123","Libéria","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","0.232746","Fc","Donnée calculée",""
"MK","Indicateurs macro","124","Libye","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","25120.26205","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","124","Libye","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","63.973829","Fc","Donnée calculée",""
"MK","Indicateurs macro","125","Liechtenstein","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","6552.914195","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","125","Liechtenstein","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.060117","Fc","Donnée calculée",""
"MK","Indicateurs macro","126","Lituanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","47750.908128","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","126","Lituanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.991908","Fc","Donnée calculée",""
"MK","Indicateurs macro","256","Luxembourg","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","64181.944723","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","256","Luxembourg","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.751155","Fc","Donnée calculée",""
"MK","Indicateurs macro","154","Macédoine du Nord","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","11307.067001","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","154","Macédoine du Nord","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.946165","Fc","Donnée calculée",""
"MK","Indicateurs macro","129","Madagascar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13176.313594","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","129","Madagascar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.205528","Fc","Donnée calculée",""
"MK","Indicateurs macro","131","Malaisie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","318955.204603","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","131","Malaisie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.875346","Fc","Donnée calculée",""
"MK","Indicateurs macro","130","Malawi","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","6347.717479","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","130","Malawi","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","19.543959","Fc","Donnée calculée",""
"MK","Indicateurs macro","132","Maldives","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4735.999662","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","132","Maldives","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.149222","Fc","Donnée calculée",""
"MK","Indicateurs macro","133","Mali","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","15375.720393","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","133","Mali","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.491953","Fc","Donnée calculée",""
"MK","Indicateurs macro","134","Malte","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","12780.422054","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","134","Malte","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.696044","Fc","Donnée calculée",""
"MK","Indicateurs macro","143","Maroc","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","109714.324353","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","143","Maroc","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.197178","Fc","Donnée calculée",""
"MK","Indicateurs macro","137","Maurice","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13259.348214","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","137","Maurice","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.394698","Fc","Donnée calculée",""
"MK","Indicateurs macro","136","Mauritanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","7062.598875","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","136","Mauritanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.560997","Fc","Donnée calculée",""
"MK","Indicateurs macro","138","Mexique","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1158229.075169","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","138","Mexique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.459312","Fc","Donnée calculée",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","362.6","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.414605","Fc","Donnée calculée",""
"MK","Indicateurs macro","140","Monaco","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","6431.274938","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","140","Monaco","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-0.567037","Fc","Donnée calculée",""
"MK","Indicateurs macro","141","Mongolie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","11433.635702","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","141","Mongolie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.206943","Fc","Donnée calculée",""
"MK","Indicateurs macro","273","Monténégro","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4856.612346","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","273","Monténégro","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.035055","Fc","Donnée calculée",""
"MK","Indicateurs macro","142","Montserrat","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","59.959259","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","142","Montserrat","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-4.579748","Fc","Donnée calculée",""
"MK","Indicateurs macro","144","Mozambique","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13219.07958","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","144","Mozambique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.740445","Fc","Donnée calculée",""
"MK","Indicateurs macro","28","Myanmar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","66490.513592","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","28","Myanmar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.942589","Fc","Donnée calculée",""
"MK","Indicateurs macro","147","Namibie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13566.192143","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","147","Namibie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","20.201969","Fc","Donnée calculée",""
"MK","Indicateurs macro","148","Nauru","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","133.793883","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","148","Nauru","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.042776","Fc","Donnée calculée",""
"MK","Indicateurs macro","149","Népal","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","25587.453463","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","149","Népal","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","21.947608","Fc","Donnée calculée",""
"MK","Indicateurs macro","157","Nicaragua","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13843.586679","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","157","Nicaragua","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.196068","Fc","Donnée calculée",""
"MK","Indicateurs macro","158","Niger","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","11170.054787","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","158","Niger","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.578767","Fc","Donnée calculée",""
"MK","Indicateurs macro","159","Nigéria","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","375769.719405","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","159","Nigéria","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-7.136901","Fc","Donnée calculée",""
"MK","Indicateurs macro","162","Norvège","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","398393.955269","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","162","Norvège","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.018554","Fc","Donnée calculée",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","9458.750913","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.075288","Fc","Donnée calculée",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","205415.864858","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","156","Nouvelle-Zélande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.133921","Fc","Donnée calculée",""
"MK","Indicateurs macro","221","Oman","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","79276.747592","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","221","Oman","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","12.29315","Fc","Donnée calculée",""
"MK","Indicateurs macro","226","Ouganda","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","27208.082675","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","226","Ouganda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.019466","Fc","Donnée calculée",""
"MK","Indicateurs macro","235","Ouzbékistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","59159.9487","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","235","Ouzbékistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-27.65877","Fc","Donnée calculée",""
"MK","Indicateurs macro","165","Pakistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","303091.943222","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","165","Pakistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.214046","Fc","Donnée calculée",""
"MK","Indicateurs macro","180","Palaos","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","286.32175","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","180","Palaos","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-4.599356","Fc","Donnée calculée",""
"MK","Indicateurs macro","299","Palestine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","16127.6","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","299","Palestine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.687967","Fc","Donnée calculée",""
"MK","Indicateurs macro","166","Panama","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","62283.756584","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","166","Panama","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.464358","Fc","Donnée calculée",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","22005.850365","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.447285","Fc","Donnée calculée",""
"MK","Indicateurs macro","169","Paraguay","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","39008.900667","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","169","Paraguay","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.194471","Fc","Donnée calculée",""
"MK","Indicateurs macro","150","Pays-Bas","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","833869.641687","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","150","Pays-Bas","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.424971","Fc","Donnée calculée",""
"MK","Indicateurs macro","170","Pérou","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","210715.971528","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","170","Pérou","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.799552","Fc","Donnée calculée",""
"MK","Indicateurs macro","171","Philippines","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","313619.624581","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","171","Philippines","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.860566","Fc","Donnée calculée",""
"MK","Indicateurs macro","173","Pologne","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","526376.168636","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","173","Pologne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.511131","Fc","Donnée calculée",""
"MK","Indicateurs macro","70","Polynésie française","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","5685.946207","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","70","Polynésie française","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.768942","Fc","Donnée calculée",""
"MK","Indicateurs macro","177","Porto Rico","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","104250.2","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","177","Porto Rico","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-0.082905","Fc","Donnée calculée",""
"MK","Indicateurs macro","174","Portugal","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","221357.874719","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","174","Portugal","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.306288","Fc","Donnée calculée",""
"MK","Indicateurs macro","179","Qatar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","166928.689894","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","179","Qatar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.015349","Fc","Donnée calculée",""
"MK","Indicateurs macro","212","République arabe syrienne","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13182.092626","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","212","République arabe syrienne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.501663","Fc","Donnée calculée",""
"MK","Indicateurs macro","37","République centrafricaine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1997.35427","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","37","République centrafricaine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.279298","Fc","Donnée calculée",""
"MK","Indicateurs macro","117","République de Corée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1623901.466309","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","117","République de Corée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.252047","Fc","Donnée calculée",""
"MK","Indicateurs macro","146","République de Moldova","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","9669.741766","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","146","République de Moldova","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","19.801505","Fc","Donnée calculée",""
"MK","Indicateurs macro","250","République démocratique du Congo","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","37642.464497","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","250","République démocratique du Congo","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-6.681245","Fc","Donnée calculée",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","16853.104545","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","120","République démocratique populaire lao","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.626803","Fc","Donnée calculée",""
"MK","Indicateurs macro","56","République dominicaine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","76011.274397","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","56","République dominicaine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.07067","Fc","Donnée calculée",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","17364.724931","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.446525","Fc","Donnée calculée",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","54724.041971","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.226098","Fc","Donnée calculée",""
